ID,BIN,LOCATION,FEAT_UND,STATE_CODE,TYPE,MAT,YR_BLT,YR_FAIL,DATE_FAIL,FAIL_TYPE,FAIL_CAUS,FATAL,INJURY,SOURCE,COMMENTS
965,,"PR-555, Coamo",Coamo Arriba,PR,T-Beam,Concrete,,1970,,,Hydraulic - Flood,,,SURV,
966,,"PR-102, Sabana Grande",Cruces River,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
967,,"PR-119, San Sebastian",Rio Grande Anasco,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
968,,"PR-124, San Sebastian",Rio Grande Anasco,PR,T-Beam,Concrete,,1975,,,Hydraulic - Flood,,,SURV,
969,,"PR-108, Anasco",Rio Grande Anasco,PR,Girder,Concrete,,1975,,,Hydraulic - Flood,,,SURV,
970,,"PR-341, Mayaguez",Boquilla Channel,PR,Slab,Concrete,,1975,,,Hydraulic - Flood,,,SURV,
971,,"PR-360, San German",Guanajibo River,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
972,,"PR-116, Guanica",Los Negros Channel,PR,T-Beam,Concrete,,1975,,,Hydraulic - Flood,,,SURV,
973,,"PR-348, San German",Rosario River,PR,Slab,Concrete,,1975,,,Hydraulic - Flood,,,SURV,
974,,"PR-121, Sabana Grande",Guanajibo River,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
975,,"PR-14, Ponce",Bucana River,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
976,,"PR-431, Lares",Prieto River,PR,Girder,Steel,,1975,,,Hydraulic - Flood,,,SURV,
977,,"PR-189, Caguas",Rio Grande Loiza,PR,Truss,Steel,,1979,,,Collision - Truck,,,SURV,
978,,"PR-997, Vieques",La Mina Creek,PR,Slab,Concrete,,1979,,,Hydraulic - Flood,,,SURV,
979,,"PR-941, Gurabo",Gurabo River,PR,Slab,Concrete,,1984,,,Hydraulic - Flood,,,SURV,
980,,"PR-368, Sabana Grande",Guanajibo River,PR,Slab,Concrete,,1985,,,Hydraulic - Flood,,,SURV,
981,,"PR-153, Coamo",Coamo River,PR,Girder,Steel,,1985,,,Hydraulic - Flood,,,SURV,
982,,"PR-151, Villalba",Jacaguas River,PR,T-Beam,Concrete,,1985,,,Hydraulic - Flood,,,SURV,
983,,"PR-824, Toa Alta",La Plata River,PR,Slab,Concrete,,1985,,,Hydraulic - Flood,,,SURV,
984,,"Off PR-52, Juana Diaz",Inabon River,PR,Culvert,Concrete,,1985,,,Hydraulic - Flood,,,SURV,
985,,"PR-135, Adjuntas",Limani-Blanco River,PR,Girder,Steel,,1986,,,Hydraulic - Flood,,,SURV,
986,,"PR-627, Arecibo",Rio Grande Arecibo,PR,Girder,Steel,,1987,,,Hydraulic - Flood,,,SURV,
987,,"PR-9936, Las Piedras",Gurabo River,PR,Girder,Steel,,1987,,,Hydraulic - Flood,,,SURV,
988,,"PR-116R, Guanica",Loco River,PR,Slab,Concrete,,1988,,,Hydraulic - Flood,,,SURV,
989,,"PR-784, Caguas",Caguitas River,PR,Girder,Steel,,1989,,,Hydraulic - Flood,,,SURV,
1434,,Sheridan St. - Pedestrain,US6,RI,Girder,Steel,1969,,,PC,Collision - Truck,,,Surv,
1382,,"Esmond  St Br. , Smithfield",Woonasquatucket Riv,RI,Truss,Steel,1888,1977,,,Overload,,,,
1383,,"Laurel  Ave Br. , Coventry",Pawtuxet River,RI,Truss,Steel,1900,1983,,,Collision,,,,
1433,,I-95 Providence Viaduct,Amtrak RR,RI,Girder,Steel,1964,1988,,PC,Misc - Frozen Brgs,,,Surv,
1432,,Howard Road,Abbott Run,RI,Truss Thru,Steel,1886,1996,,PC,Overload,,,Surv,
1568,,I-95 Ramp,Route 37,RI,Girder,Steel,0,2000,21-Jul-2000,PC,Fire - Explosion,0,2,NET,
3592,,"John P. Grace Bridge, Charleston",,SC,Truss,Steel,,1946,24-Feb-1946,TC,Collision - Ship,5,,Net,3 spans collapsed due to collision with the freighter Nicaragua Victory
990,,Charleston,Ashley River,SC,,,,1955,,TC,Collision - Ship,,,KY,
991,,"John Grace Mem, Charleston",,SC,,,,1965,,PC,Nature - Insects,,,KY,
992,,St Secondary 53 - Edgefield Co,Stevens Creek,SC,Girder,Concrete,1975,1977,,,Hydraulic - Flood,,,SURV,
993,,St Secondary 213 Cherokee County,Buffalo Creek,SC,T-Beam,Concrete,1963,1977,,,Hydraulic - Flood,,,SURV,
994,,St Secondary 223  Cherokee Co,Kings Creek,SC,T-Beam,Concrete,,1977,,,Hydraulic - Flood,,,SURV,
995,,St Secondary 59 - Richland Co,Cedar Creek,SC,Slab,Concrete,,1980,,,Hydraulic - Flood,,,SURV,
996,,SC 200 Fairfield County,Ready Creek,SC,Culvert,Concrete,1927,1986,,,Hydraulic - Flood,,,SURV,
997,,St Secondary 35 - York County,Turkey Creek,SC,Slab,Concrete,1963,1986,,,Hydraulic - Flood,,,SURV,
998,,SC 703 (Ben Sawyer Br),Intracoastal Waterwy,SC,Truss,,1945,1989,,,Misc,,,SURV,
1423,,St Secondary 160,Big Durbin Creek,SC,Slab,Concrete,1986,1995,27-Aug-1995,PC,Hydraulic - Scour,0,0,Surv,
1424,,St Secondary 316,Reedy River,SC,Prestress,Concrete,1968,1995,27-Jul-1996,PC,Hydraulic - Scour,0,0,Surv,
1425,,SC 418,Enoree River,SC,Conc T Beam,Concrete,1958,1995,28-Aug-1995,PC,Hydraulic - Scour,0,0,Surv,
1426,,US Rte. 701,Great Pee Dee River,SC,Truss,Steel,1954,1996,2-Mar-1996,PC,Collision - Truck,0,0,Surv,
1427,,SC 560,Little River,SC,Truss,Steel,1931,1996,7-May-1996,PC,Collision - Truck,0,0,Surv,
252,,"SR 150, Gaffney",I-85,SC,Girder,Steel,,2011,22-May-2011,TC,Collision/Fire - Truck,2,,News,Tractor trailer hit bridge hit pier and caught on fire
3638,,"California Ave, Spartanburg, SC",I-585,SC,Conc T-Beam,Concrete,1957,2014,13-Jan-2014,TC,Collision,0,0,News,"Hit by a flatbed hauling a boom. Posted 13'-10"". Span shifted 5'."
103,,"I-29, North Sioux City",Big Sioux River,SD,Girder,Steel,,1962,1-Apr-1962,TC,Hydraulic - Scour,0,0,SURV,Piers undermined by flood flow scour
104,,"SD44, Platte/Winner",Missouri River,SD,Girder FB,Steel,,1997,,PC,Misc - Ice & Wind,0,0,SURV,River ice & wind forces applied laterally to subst
1241,92SR0430005,SR43 92-SR043-06.30,Middle Fork Obion River,TN,,Concrete,,1967,,PC,Hydraulic - Scour,,,SURV,
2988,92-SR043-06.30,"92-43-6.30, State Rte. 43","Middle Ford, Obion R",TN,,Concrete,,1967,,,Hydraulic - Scour,,,SURV,
175,23SR0030001,SR3 23-SR003-00.06,So. Fork Forked Deer Rive,TN,,Concrete,1959,1973,,PC,Hydraulic - Scour,,,SURV,
176,23S80050011,Lanes Ferry Rd 23-01433-09.89,Obion River,TN,,Concrete,1957,1974,,TC,Hydraulic - Scour,,,SURV,
2738,23-01433-09.89,Lanes Ferry Br. NFA Rte. 1433,Obion River,TN,,Concrete,,1974,,,Hydraulic - Scour,,,SURV,
181,68S62430009,Linden Pineview Rd SR50 68-SR050-12.69,Toms Creek,TN,T-Beam,Concrete,,1975,,TC,Hydraulic - Scour,,,SURV,
174,10F00320001,Blue Springs Rd 10-01388-02.67,Watauga River,TN,Truss,Steel,1934,1976,,TC,Overload,,,SURV,Overloaded dump truck
2739,10-01388-02.67,Blue Springs Rd. NFA Rte. 1388,Watauga River,TN,Truss,Steel,,1976,,,Overload,,,SURV,
179,36SR1420001,SR42 36-SR142-00.21,Owl Creek,TN,Beam,Steel/Timb,,1977,,TC,Hydraulic - Scour,,,SURV,Scour and drift. Bridge replaced
2740,36-SR142-00.21,State Route 42,Owl Creek,TN,Beam,Steel/Timb,,1977,,,Hydraulic - Scour,2,,SURV,
178,27008530003,Gann Rd 27-00853-03.25,Rutherford Fork of Obion,TN,Truss,Steel,,1979,,TC,Overload,,,SURV,Overloaded semi-truck
2741,27-00853-03.25,Gann Road NFA Route 853,"Rutherford Fk,Obion",TN,Truss,Steel,,1979,,,Overload,,,SURV,
999,79S81800001,Perkins Rd Memphis FAU 2814 79-02814-02.93,Nonconnah Creek,TN,I-Beam,Concrete,,1980,,TC,Hydraulic - Scour,1,,SURV,Hydraulic - Scour and debris
2742,79-02814-02.93,Perkins Rd Memphis FAU Rte 2814,Nonconnah Creek,TN,I-Beam,,,1980,,TC,Hydraulic - Scour,1,,SURV,Hydraulic - Scour and debris
173,050A0660001,Binfield Rd 05-0A066-00.79,CSX Railroad,TN,Beam,Timber,1945,1981,,TC,Overload,,,SURV,Overloaded dump truck
2743,05-0A066.79,Binfield Rd. NFA Rte. A066,CSX Railroad,TN,Beam,Timber,,1983,,,Overload,,,SURV,
1000,930A4150001,Power House Road 93-0A415-00.19,CSX Railroad,TN,Truss,Timber,,1985,,TC,Overload,,,SURV,Collapsed under loaded gravel truck. Bridge replaced.
177,23014970003,Bradley Rd 23-01497-09.39,Obion River,TN,P/S I-Beam,Concrete,,1986,,PC,Misc,,,SURV,Pier movement
1001,820B3830001,Rock Springs Road 82-0B383-00.24,Horse Creek,TN,Truss,Steel,,1986,,TC,Overload,,,SURV,Overloaded semi-truck. Bridge replaced.
2745,23-01497-09.39,Bradley Road NFA Rte. 1497,Obion River,TN,I-Beam,,,1986,,,Misc,,,SURV,
180,49SR0880073,Great River Rd 49-SR181-00.35,Obion River & SR88,TN,Girder,Steel,,1988,,PC,Geotechnical,,,SURV,Soil shear failure during construction
2747,49-SR181-00.35,Great River Rd. State Rte. 181,Obion Rv. & Rte. 88,TN,Girder,Steel,,1988,,,Misc,,,SURV,
1002,010A0520001,Johnson Gap Road 01-0A052-01.49,CSX Railroad,TN,Beam,Timber,1914,1989,,TC,Collision - Train,,,SURV,Main span rebuilt 1990 w/ steel beams; In service
1003,01024440005,Marlow Road 2444 01-0244-06.65,CSX Railroad,TN,Truss,Timber,,1989,,TC,Collision - Vehicle,1,,SURV,Collision to end post of truss
1004,84SR0030019,"US51, SR3 84-SR003-21.72",Hatchie River,TN,T-Beam,Concrete,1936,1989,1-Apr-1989,TC,Hydraulic - Scour,8,,SURV,Hydraulic - channel migration - scour. Bridge replaced
1242,940A8480001,"94-0A848-00.12, Boyd Road",West Harpeth River,TN,Truss,Steel,,1991,,TC,Overload,,1,SURV,Collapsed under loaded gravel truck. Bridge replaced
1694,49SR0190005,SR19 49-SR019-07.14,Mississippi River,TN,I-Beam,Concrete,1986,1994,,TC,Hydraulic - Scour,0,0,SURV,Superstruct & bents destroyed. Rebuilt using exist abutments
1381,36SR1140001,SR114 36-SR114-03.23 Clifton Br,Tennessee River,TN,Girder,Steel,1995,1995,25-Apr-1995,TC,Misc - Constr. Fail,1,1,News,Inadequate lateral bracing during construstion
1634,300A6220001,Shelton Mission Rd 30-A622-2.01,Dry Creek,TN,Beam,Steel,0,2001,,PC,Hydraulic - Flood,0,0,SURV,Temp. repairs-limited service Replaced 2002
1646,560A2570001,Driver Rd Macon Co 56-0A257-1.90,White Oak Creek,TN,I-Beam,Steel,0,2002,,TC,Overload,0,0,SURV,Insufficient lat bracing- overloaded gravel truck
1647,19I00400325,I-40 Ramp Bridge 19-I40-15.16,Ramp JB over Ramp B,TN,Beam,Steel,1967,2003,,PC,Misc.,0,0,SURV,Wingwall failed causing approaches to wash out
1666,620A5210001,Middle Creek Road 62-A521-0.67,Middle Creek,TN,I-Beam,Steel,1960,2003,,TC,Hydraulic - Scour,0,0,SURV,Flooding undermined abutments causing span to collapse
182,56020660001,Hawkins Rd 56-2066-0.82,Big Trammel Creek,TN,I-Beam,Steel,1950,2005,,TC,Hydraulic - Scour,,,SURV,Scour undermined abut #1. Span #1 fell into creek.
1648,560A4470001,Wilburn Lane 56-A447-0.02,East Fork Goose Creek,TN,I-Beam,Steel,1940,2005,,TC,Overload,0,0,SURV,Insufficient lat bracing- overloaded gravel truck
3396,56-A447-0.02,Wilburn Lane Macon County,East Fork Goose Cree,TN,Beam,Steel,1940,2005,,TC,Overload,0,0,SURV,Insufficient lat bracing- overloaded gravel truck
183,15025150007,Indian Camp Rd 15-2515-0.38,Indian Camp Creek,TN,I-Beam,Steel,1974,2007,,TC,Overload,,,SURV,Overloaded dump trucks in violation of postings
184,240A0960001,Walker Dr 24-A096-0.34,Branch of Little Creek,TN,Channel Beam,PC Concret,1965,2008,,TC,Hydraulic - Scour,,,SURV,Central timber bent failed; simple spans collapsed
185,46026150001,Dug Hill Rd 46-2615-0.98,Roan Creek,TN,I-Beam,Steel,1970,2008,,PC,Hydraulic - Scour,,,SURV,"Abut #1 undermined by scour, collapsed"
3639,,"Peytonsville Rd, Franklin",I-65,TN,I-Beam,Concrete,,2014,15-Aug-2014,TC,Collision - Fire,1,,News,"Hit by tanker truck carrying gasoline, causing fire"
3640,,"Peytonsville Rd, Franklin",I-65,TN,I-Beam,Concrete,2014,2014,15-Aug-2014,TC,Fire - Gas Tanker,1,,News,New bridge under construction also destroyed by tanker fire.
1005,,"FM 922, Cook Co",Elm Fork Trinity Rv,TX,Girder,PC,1969,1981,,TC,Misc - Slope Failure,,,SURV,
1006,,"IH 10 Westbound, Bexar Co",Rosillo Creek,TX,Girder,PC,1959,1986,,TC,Misc - Slope Failure,,,SURV,
1594,,Queen Isabella Causway,Laguana Madre,TX,I-Beam,Concrete,1974,2001,16-Sep-2001,TC,Collision-Barge,8,13,Papr,
1603,,State Hwy 14 60 miles S Dallas,I-45,TX,I-Girder,Concrete,,2002,9-Sep-2002,TC,Collision,1,1,Net,
1418,,2.5 mi. W of SR45 - county road,Baser Wash.,UT,Rigid Frame,Concrete,1993,1995,,TC,Hydraulic - Flood,0,0,Surv,
129,C-634,"Airport Interchange, I-80 WB",Rt 186 WB to I-80 WB,UT,Girder,Steel,1986,2000,,PC,Misc - Foundation,0,0,SURV,Foundation failure;Piles broke loose from footings
1007,,Rte. 614,Cowpasture Rv,VA,Truss,,,1949,,,Hydraulic - Flood,,,SURV,
368,,US Rte. 13,Chesapeake Bay,VA,,,,1967,,TC,Collision - Ship,,,SURV,
1008,,Rte. 614,North Anna River,VA,Truss,Steel,,1968,,,Collision - Truck,,,SURV,
1009,,Rte. 29,Cove Creek,VA,Beam,Concrete,,1969,,,Hydraulic - Flood,,,SURV,
1010,,Rte. 254,Christians Ck,VA,Truss,,,1969,,,Collision - Vehicle,,,SURV,
1011,,Rte. 301,Reedy Creek,VA,Slab,Concrete,,1969,,,Hydraulic - Camille,,,SURV,
1012,,Rte. 600,Boot Swamp,VA,Beam,Steel,,1969,,,Hydraulic - Camille,,,SURV,
1013,,Rte. 602,James River,VA,Truss,Steel,,1969,,,Hydraulic - Flood,,,SURV,
1014,,Rte. 606,Wades Creek,VA,Truss,,,1969,,,Hydraulic - Flood,,,SURV,
1015,,Rte. 626,Rockfish River,VA,Beam,Concrete,,1969,,,Hydraulic - Flood,,,SURV,
1016,,Rte. 631,So Fork Hardware Rvr,VA,Truss pony,,,1969,,,Hydraulic - Flood,,,SURV,
1017,,Rte. 690,James River,VA,Truss/Beam,Steel,,1969,,,Hydraulic - Flood,,,SURV,
1018,,Rte. 606,Wades Creek,VA,Truss,,,1969,,,Hydraulic - Flood,,,SURV,
1019,,Rte. 626,Rockfish River,VA,Beam,Concrete,,1969,,,Hydraulic - Flood,,,SURV,
1020,,Rte. 631,So Fork Hardware Rvr,VA,Truss pony,,,1969,,,Hydraulic - Flood,,,SURV,
1021,,Rte. 690,Over James River,VA,Truss/Beam,Steel,,1969,,,Hydraulic - Flood,,,SURV,
1022,,Rte. 716,South River,VA,Truss,,,1969,,,Hydraulic - Wash Out,,,SURV,
1023,,Rte. 722,Rockfish River,VA,Girder,Steel,,1969,,,Hydraulic - Flood,,,SURV,
1024,,Rte. 726,Hays Creek,VA,Truss,,,1969,,,Hydraulic - Wash Out,,,SURV,
372,,US Rte 13 -Tnl Annapolis,Chesapeake Bay,VA,,Concrete,,1970,,TC,Collision - Ship,,,SURV,
1025,,Rte. 600,Brush Creek,VA,Truss,,,1970,,,Collision - Vehicle,,,SURV,
1026,,Rte. 626,Totier Creek,VA,Truss pony,Steel,,1970,,,Overload,,,SURV,
1027,,Rte. 704,Cooks Creek,VA,Truss,,,1971,,,Overload,,,SURV,
1028,,"Rte. 123, Pr. William Co.",Occuquan River,VA,Steel,Truss,,1972,,TC,Hydraulic - Scour,0,0,KY,
1421,,"NBL Rte. 1, Fairfax Co.",Occuquan River,VA,Steel,Truss,,1972,,PC,Hydraulic - Scour,0,0,Surv,
1029,,Rte. 645,Mid Fork Holston Rv,VA,Truss,Steel,,1973,,,Overload,,,SURV,
1030,,Rte. 716,Ramsey's Draft,VA,Truss,,,1973,,,Hydraulic - Wash Out,,,SURV,
1031,,Rte. 730,Southern Railwy,VA,Beam,Steel/Timb,,1974,,,Collision - Train,,,SURV,
1032,,Rte. 636,Little River,VA,Truss,Steel,,1975,,,Misc,,,SURV,
1033,,Rte. 686,Banister River,VA,Truss,Steel,,1975,,,Collision - Truck,,,SURV,
1034,,Rte. 613,Powell River,VA,Truss,Steel,,1976,,,Overload,,,SURV,
1035,,"Benjamin Harrison Mem. Bridge Rt. 156, Hopewell",James River,VA,Lift,Steel,,1977,24-Feb-1977,TC,Collision - Ship,0,0,KY,
1036,,Rte. 660,Hardy's Creek,VA,Truss,Steel,,1977,,,Overload,,,SURV,
1037,,Rte. 660,Hardy's Creek,VA,Truss,Steel,,1978,,,Overload,,,SURV,
1038,,Rte. 626,Thornton River,VA,Beam,Steel,,1979,,,Hydraulic - Scour,,,SURV,
1039,,Rte. 628,Lynch River,VA,Beam,Steel,,1979,,,Hydraulic - Scour,,,SURV,
1040,,Rte. 688,Br. Goose Creek,VA,Slab,Concrete,,1979,,,Hydraulic - Scour,,,SURV,
1041,,Rte. 627,Cowpasture Rv,VA,Truss,,,1982,,,Overload,,,SURV,
1042,,Rte. 649,Reed Creek,VA,Truss,Steel,,1984,,,Collision - Car,,,SURV,
1043,,Rte. 617,Brush Creek,VA,Truss,,,1985,,,Collision - Vehicle,,,SURV,
1044,,Rte. 622,Maury River,VA,Truss,,,1985,,,Hydraulic - Flood,,,SURV,
1045,,Rte. 668,North River,VA,Truss,,,1985,,,Hydraulic - Wash Out,,,SURV,
1046,,Rte. 687,Calfpasture Rv,VA,Truss,,,1985,,,Hydraulic - Wash Out,,,SURV,
1047,,Rte. 688,Calfpasture Rv,VA,Truss,,,1985,,,Hydraulic - Wash Out,,,SURV,
1048,,Rte. 742,Middle River,VA,Truss,,,1985,,,Hydraulic - Flood,,,SURV,
1049,,Rte. 825,German River,VA,Truss,,,1985,,,Hydraulic - Flood,,,SURV,
1050,,Rte. 847,Dry River,VA,Truss,,,1985,,,Hydraulic - Flood,,,SURV,
1051,,Rte. 617,Gardys Mill Spw,VA,Beam,Steel,,1986,,,Hydraulic - Scour,,,SURV,
1052,,Rte. 626,Goose Creek,VA,Beam,Steel,,1987,,,Hydraulic - Flood,,,SURV,
1053,,Rte. 732,Goose Creek,VA,Truss,,,1987,,,Hydraulic - Flood,,,SURV,
1054,,"Rte. 23, Wise Co.",Pound River,VA,Truss,Steel,,1988,,,Collision - Overhgt,,,SURV,
1055,,Rte. 812,Blackwater Rv,VA,Truss,,,1988,,,Overload,,,SURV,
1056,,Rte. 605,Swift Run,VA,Beam,Steel,,1990,,,Hydraulic - Flood,,,SURV,
1257,,"Rte. 642, Lousia",Br. S. Anna R,VA,Beam,Steel,1932,1991,,,Hydraulic - Scour,,,SURV,
1258,,"Beech Rd., Newport News,",Stoney Run,VA,Pipe,Cor Metal,1964,1991,,,Misc - Deterioration,,,SURV,
1247,,"Rte. 680, Beford",Goose Creek,VA,Beam,Steel,1964,1992,,,Hydraulic - Flood,,,SURV,
1248,,"Rte. 658, Botetourt",Glade Creek,VA,Beam,Steel,,1992,,,Hydraulic - Flood,,,SURV,
1249,,"Rte. 693, Pulaski",Big Rd. Is Ck,VA,Truss,Steel,1914,1992,,,Hydraulic - Flood,,,SURV,
1250,,"Rte. 693, Pulaski",Big Rd Is Ck,VA,Beam,Steel,,1992,,,Hydraulic - Flood,,,SURV,
1251,,"Rte. 649, Patrick",Little Dan R.,VA,Beam,Steel,1977,1992,,,Hydraulic - Flood,,,SURV,
1252,,"Rte. 755, Montgomery",SF Roanoke R.,VA,Slab,Concrete,,1992,,,Hydraulic - Flood,,,SURV,
1253,,"Rte. 651, Rockingham",Cub Run,VA,Truss,Steel,,1992,,,Collision,,,SURV,
1255,,"Rte. 674, Fauquier",Licking Run,VA,Pipe,Cor Metal,1972,1992,,,Hydraulic - Scour,,,SURV,
186,,"Rt 614, Gloucester Co",Haynes Pond,VA,Beam,Steel,1956,1993,,TC,Hydraulic - Scour,,,SURV,
1254,,"Rte. 657, Rockbridge",Collier Ck.,VA,Truss,Steel,,1993,,,Collision,,,SURV,
1256,,"Rte. 693, Lousia",White Ck.,VA,Pipe,Cor Metal,1932,1993,,,Hydraulic - Scour,,,SURV,
1422,,"Rte. 626, Pr. George Co.",Rte. 95,VA,Steel,Beam,1958,1993,,PC,Collision - Overhgt,0,0,Surv,
1399,,"Rte. 729, Loudoun Co.",N.F. Goose Creek,VA,Truss,Steel,,1994,,,Nature - Tree Fall,0,0,,
187,,"Rt 744, Shenandoah Co.",NF Shenandoah River,VA,Suspension,Steel,1986,1995,,TC,Hydraulic - Flood,,,SURV,
1384,,"Rte. 649, Madison Co.",Quaker Run,VA,Beam,Steel,1938,1995,,,Hydraulic - Debris,0,0,,
1385,,"Rte. 676, Madison Co.",Rapidan River,VA,Beam,Steel,1980,1995,,,Hydraulic - Debris,0,0,,
1386,,"Rte. 657, Madison Co.",White Oak Run,VA,Beam,Steel,1962,1995,,,Hydraulic - Debris,0,0,,
1387,,"Rte. 657, Madison Co.",Br. White Oak Run,VA,Beam,Steel,1957,1995,,,Hydraulic - Debris,0,0,,
1388,,"Rte. 689, Madison Co.",Rapidan River,VA,Truss,Steel,1905,1995,,,Hydraulic - Debris,0,0,,
1389,,"Rte. 629, Rappahannock Co.",Jordan River,VA,Beam,Steel,1961,1995,,,Hydraulic - Debris,0,0,,
1390,,"Rte. 729, Rappahannaok Co.",Battle Run,VA,Beam,Steel,1953,1995,,,Hydraulic - Debris,0,0,,
1391,,"Rte. 602, Rockbridge Co.",Walker Creek,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1392,,"Rte. 792, Rockbridge Co.",Bennetts Run,VA,Slab,Concrete,1932,1995,,,Hydraulic - Debris,0,0,,
1393,,"Rte. 501, Rockbridge Co.",Battle Run,VA,Slab,Concrete,1932,1995,,,Hydraulic - Debris,0,0,,
1394,,"Rte. 600, Augusta Co.",Clayton Mill Creek,VA,Beam,Steel,1974,1995,,,Hydraulic - Debris,0,0,,
1395,,"Rte. 640, Bath Co.",Mill Creek,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1396,,"Rte. 643, Amherst Co.",Br. Mill Cr.,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1397,,"Rte. 625, Halifax Co.",Ellis Creek,VA,Corrugated Pipe,Steel,,1995,,,Hydraulic - Scour,0,0,,
1398,,"Rte. 919, Halifax Co.",Woods Creek,VA,Corrugated Pipe,Steel,,1995,,,Hydraulic - Scour,0,0,,
1400,,"Rte. 2548, Fairfax Co.",Rte. 66,VA,Beam,Steel,1962,1995,,,Collision - Truck,0,0,,
1401,,"Rte. 696, Grayson Co.",Elk Creek,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1402,,"Rte. 644, Bedford Co.",Ivy Creek,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1403,,"Rte. 662, Bedford Co.",Elk Creek,VA,Beam,Steel,1932,1995,,,Hydraulic - Debris,0,0,,
1404,,"Rte. 654, Bedford Co.",Sycamore Creek,VA,Corrugated Pipe,Steel,1932,1995,,,Hydraulic - Scour,0,0,,
1405,,"Rte. 1431, Bedford Co.",Trib. James River,VA,Corrugated Pipe,Steel,,1995,,,Hydraulic - Scour,0,0,,
66,,"Rt 640, Bath Co",Mill Creek,VA,Beam,Steel,1956,1996,,TC,Hydraulic - Flood,,,SURV,
67,,"Rt 689, Page Co",East Hawksbill,VA,Slab,Concrete,1932,1996,,TC,Hydraulic - Flood,,,SURV,
70,,"Rt 683, Augusta Co",Little Clafpasture River,VA,Truss,Steel,1910,1996,,TC,Hydraulic - Flood,,,SURV,
188,,"Rt 613, Madison Co",Br Conway River,VA,Box Culvert,Concrete,,1996,,TC,Hydraulic,,,SURV,
189,,"Rt 613, Madison Co",Conway River,VA,Beam,Steel,,1996,,TC,Hydraulic,,,SURV,
190,,"Rt 666, Appomattox Co",Wreck Island Creek,VA,Girder FB,Steel,1952,1996,,TC,Hydraulic - Flood,,,SURV,
191,,"Rt 1134, Pittsylvania Co",Stream,VA,Beam,Steel,1932,1996,,TC,Hydraulic - Flood,,,SURV,
192,,"Rt 780, Augusta Co",Middle River,VA,Truss,Steel,1890,1996,,TC,Hydraulic - Flood,,,SURV,
193,,"Rt 654, Page Co",Hawksbill Creek,VA,Truss,Steel,1908,1996,,TC,Hydraulic - Flood,,,SURV,
194,,"Rt 689, Page Co",Hawksbill Creek,VA,Slab,Concrete,1929,1996,,TC,Hydraulic - Flood,,,SURV,
195,,"Rt 642, Augusta Co",Christians Creek,VA,Beam,Steel,1935,1996,,TC,Hydraulic - Flood,,,SURV,
71,,"Rt 1080, Pittsylvania Co",Br Whitehorn Creek,VA,Slab,Concrete,1932,1998,,TC,Hydraulic - Flood,,,SURV,
72,,"Rt 614, City of Emporia",CSX Railroad,VA,Thru Girder,Steel,1914,1998,,TC,Collision,,,SURV,Overheight train
74,,"Rt 614, Albemarle Co",Moormans River,VA,Beam,Steel,,1998,,TC,Hydraulic,,,SURV,
63,,"Rt 600, Lancaster Co",McMahon's Swamp,VA,Box Culvert,Concrete,1956,1999,,TC,Hydraulic - Scour,,,SURV,
64,,"Rt 31, James City Co",Lake Powell,VA,Slab,Concrete,1932,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
65,,"Rt 691, Isle of Wight Co",Beaverdam Creek,VA,Beam,Steel,1951,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
68,,"Rt 600, Isle of Wight Co",Carbell Swamp,VA,Beam,Steel,1952,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
69,,"Rt 606, Southampton Co",Branch,VA,Beam,Steel,1965,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
73,,"Rt 10, City of Suffolk",Chuckatuck Creek,VA,Beam,Concrete,1924,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
75,,"Rt 614, Abemarle Co",Moormans River,VA,Beam,Steel,,1999,,TC,Hydraulic,,,SURV,
76,,"Rt 652, Southampton Co",Pleasant Creek,VA,Beam,Steel,1932,1999,,TC,Hydraulic - Hurricane,,,SURV,Hurricane Floyd
1507,,"Rt 10, Isle of Wight",Lawnes Creek,VA,Beam,Concrete,1923,1999,16-Sep-1999,TC,Hydraulic - Hurricane,,,Surv,Hurricane Floyd
1724,,"Rt 629, Middlesex Co",Milady Creek,VA,Box Culvert,Concrete,1968,1999,,TC,Hydraulic - Scour,0,0,SURV,
1721,,"Rt 619, Scott Co",Stoney Creek,VA,P/S Box Beam,Concrete,1932,2001,,TC,Hydraulic - Flood,0,0,SURV,
1725,,"Rt 722, Scott Co",Cove Creek,VA,Beam,Steel,1963,2001,,TC,Hydraulic - Flood,0,0,SURV,
